passage,species1_form,species2_form,interaction_form,triplet_key,doc_id,field
Taspase1 coevolved with MLL/trithorax as Arthropoda and Chordata emerged from Metazoa suggesting that Taspase1 originated to regulate complex segmental body plans in higher organisms.,Arthropoda,Chordata,regulate,ott:632179;ott:125642;RO_0002211,14636557,abstract
"In addition, we observe that expression of class IB homologs from seven species, including pathogens and endosymbionts, mediate the translocation of effectors from Shigella directly into host cells, demonstrating that class IB chaperones are often functionally interchangeable.",endosymbionts,Shigella,pathogens,ott:5248883;ott:332310;RO_0002556,22334517,abstract
The objective of this study was to investigate the numbers of Ostertagia circumcincta and Trichostrongylus vitrinus infective larvae that were needed to induce diarrhoea in adult Merino sheep grazing improved pastures.,Ostertagia circumcincta,Trichostrongylus vitrinus,grazing,ott:428054;ott:64530;RO_e000013,10736672,abstract
"We compared the responses of the marine diatom, Thalassiosira weissflogii, exposed to ZnO, AgO, and CuO nanoparticles with the responses of T. weissflogii cells exposed to the dissolved metals ZnCl2, AgNO3, and CuCl2 for 7 d. Cellular metal accumulation, metal distribution, and algal population growth were measured to elucidate differences in exposure to the different forms of metal.",marine diatom,Thalassiosira weissflogii,exposed to,ott:1095871;ott:932038;RO_e000044,25337629,abstract
Prompt diagnosis of Chikungunya virus infections is of public health significance as the mosquito vectors for transmission exist in Australia.,Chikungunya virus,Australia,vectors for,ncbitaxon_viruses:37124;ott:5322824;RO_0002459,18205563,abstract
"Our results show that the Golden Alpine salamander adopts a generalist feeding strategy with positive selection of few prey categories (e.g., Myriapoda, Hymenoptera except Formicidae).",Myriapoda,Formicidae,prey,ott:177526;ott:7376225;RO_0002458,37443933,abstract
The potential human health hazards and risk assessment related to daily intake of water from João Dias Creek are mostly due to Mn and should be of concern for the contaminated area.,human,Dias,contaminated,ott:770315;ott:966237;RO_e000001,11404788,abstract
"Veriflow® Listeria monocytogenes (LM) is a molecular based assay for the presumptive detection of Listeria monocytogenes from environmental surfaces, dairy, and ready-to-eat (RTE) food matrixes (hot dogs and deli meat).",Listeria monocytogenes,dogs,eat,ott:1038312;ott:247333;RO_0002470,26525251,abstract
OBJECTIVE Duck virus enteritis is a severe viral disease that kills ducks and swans worldwide.,ducks,swans,kills,ott:765185;ott:140298;RO_0002626,35106294,abstract
"For this reason we evaluated the safety and efficacy of the Bird's Nest Filter, a new device capable of preventing migration of thromboemboli to the pulmonary arteries through interruption of the inferior vena cava.",Bird's,cava,migration,ott:81461;ott:4151751;RO_e000046,8141103,abstract
Unsuitability of indigenous South American Rutaceae as potential hosts of Diaphorina citri.,Rutaceae,Diaphorina citri,hosts of,ott:43847;ott:624956;RO_0002453,30565375,title
"Guanglin 9 (Eucalyptus grandis × Eucalyptus urophylla) is a widely cultivated Eucalyptus species and has been found to grow normally in soils contaminated by heavy metals such as arsenic (As), but the detoxification mechanisms are not clear yet.",Eucalyptus grandis,Eucalyptus urophylla,contaminated by,ott:40959;ott:1049231;RO_e000001,31230238,abstract
"Tremblaya princeps"" presents an unusual nested endosymbiosis and harbors a gammaproteobacterial symbiont within its cytoplasm in all analyzed mealybugs.",Tremblaya princeps,mealybugs,symbiont,ott:4777087;ott:161180;RO_0002440,21914892,abstract
"RESULTS The CD isolated from Croton nepetaefolius showed antimicrobial effect on planktonic forms and biofilms of oral pathogens, with MIC values of 62.5 μg/mL against Streptococcus oralis and values between 125 and 500 μg/mL against S. mutans, S. salivarius, S. sobrinus, S. mitis and S. sanguinis.",Croton nepetaefolius,Streptococcus oralis,pathogens,ott:3913305;ott:175932;RO_0002556,22119044,abstract
Factors affecting the mating competence in the unicellular green alga Chlamydomonas eugametos (Volvocales).,alga,Volvocales,affecting,ott:637473;ott:347099;RO_e000055,11980273,title
"To address this, we tested the hypothesis that cattle grazing and site colonization by cheatgrass (Bromus tectorum) impact bee foraging and nesting habitats, and the biodiversity of wild bee communities, in a shortgrass prairie system.",cattle,cheatgrass,grazing,ott:1066581;ott:188833;RO_e000013,33332351,abstract
"These proteins have the potential to be transferred through the food chain to arthropods like planthoppers and predatory spiders, triggering defensive responses in these unintended organisms.",planthoppers,spiders,predatory,ott:866091;ott:614523;RO_0002439,38070414,abstract
"Pengornis also has talons similar to living raptorial birds like caracaras that capture and kill large prey, which represents the earliest known adaptation for macrocarnivory in a bird.",Pengornis,birds,prey,ott:6155644;ott:81461;RO_0002458,36923002,abstract
"As the main prey of many carnivores in the region, the pika plays a crucial role in trophic interactions.",carnivores,pika,prey,ott:44565;ott:644237;RO_0002458,30136323,abstract
Bumble bees are generalist pollinators that typically collect floral rewards from a wide array of flowering plant species.,Bumble bees,flowering plant,pollinators,ott:61351;ott:7590244;RO_0002455,31173096,abstract
The objective of this study was to evaluate factors associated with infestation by Amblyomma cajennense on horses in two microregions of the state of Rio de Janeiro.,Amblyomma cajennense,horses,infestation,ott:617198;ott:1070066;RO_e000005,23778827,abstract
"Canine respiratory coronavirus (CRCoV) has been identified as a causative agent of canine infectious respiratory disease, an upper respiratory infection affecting dogs.",Canine respiratory coronavirus,dogs,affecting,ncbitaxon_viruses:215681;ott:247333;RO_e000055,32205264,abstract
"Cell-mediated immunity is especially affected by folate deficiency: the blastogenic response of T lymphocytes to certain mitogens is decreased in folate-deficient humans and animals, and the thymus is preferentially altered.",humans,thymus,affected by,ott:770309;ott:3320979;RO_e000056,1887065,abstract
Phylogenetic analyses based on nuc rDNA ITS region show that the new species Co.campanulatus and Co.disseminatus-similis are clustered in a clade including members of section Micacei; Co.tenuis falls in a clade with members of section Domestici; and Co.pakistanicus recovered in a separate clade adjacent to other recently described clades of genus Coprinellus.,campanulatus,Coprinellus,adjacent to,ott:3433372;ott:318011;RO_e000027,30271257,abstract
Dried cassava products are perceived as one of the potential sources of mycotoxin ingestion in human foods.,cassava,human,ingestion,ott:339369;ott:770315;RO_e000009,28661436,abstract
"Clinical and morphologic studies of HIV-infected children and adults indicate that the thymus is affected by HIV. Thymic dysfunction and thymic involution occur during HIV disease and have been associated with rapid progression in infants infected perinatally with HIV. In vitro information of thymic organ culture, thymic epithelial cell culture, the SCID-hu mouse system and SHIV infection of primates have supported HIV-induced thymic damage.",thymus,primates,affected by,ott:3320979;ott:913935;RO_e000056,15078181,abstract
"The comet assay results demonstrated that the DNA damage rate, tail length, and tail moment of samples obtained from frogs exposed to 2.5-7.5 mg/L of cadmium solution significantly increased compared with those of samples obtained from the control group (P<0.01).",comet,frogs,exposed to,ott:774815;ott:991547;RO_e000044,22728207,abstract
"As malaria in humans and NHPs is transmitted by the female Anopheles mosquito, malaria vector control is very important to mitigate the spill-over of the malaria parasite to humans.",humans,Anopheles mosquito,transmitted by,ott:770309;ott:7851237;RO_0002451,37528368,abstract
"The insertion of a Ty3/Gypsy retrotransposon in PF1 can recruit the transcription factor GAGA-binding protein to a GA-rich region, which up-regulates Mao1 expression, underpinning soybean pubescence evolution.",GAGA,soybean,regulates,ott:955418;ott:681762;RO_0002211,36947519,abstract
Fifteen specimens of Pteromylaeus bovinus (Geoffroy St. Hilaire) from the Tunisian coast were examined for ectoparasites during 1996-1998.,Pteromylaeus bovinus,Geoffroy,ectoparasites,ott:126580;ott:717632;RO_0002632,10633502,abstract
PBDEs in south polar skua eggs are approximately 20 times higher than in penguin eggs suggesting that skuas are more exposed to contaminants during the non-breeding season when they migrate to waters of the northern hemisphere.,south polar skua,penguin,exposed to,ott:494176;ott:494364;RO_e000044,19027208,abstract
"New cultivars of tall fescue are continually developed to improve pasture productivity and animal health by manipulating both grass and E. coenophiala genetics, yet how these selected grass-endophyte combinations impact other microbial symbionts such as mycorrhizal and dark septate fungi remains unclear.",tall fescue,fungi,symbionts,ott:105576;ott:352914;RO_0002440,31749767,abstract
"High Infestation by Dawestrema cycloancistrioides in Arapaima gigas Cultured in the Amazon Region, Peru.",Dawestrema cycloancistrioides,Arapaima gigas,Infestation,ott:7987768;ott:335725;RO_e000005,26464924,title
"These findings elucidate the predator-prey relationship between blue whales and krill, and provide support for the hypothesis that surface feeding by New Zealand blue whales is an important component to their foraging ecology used to optimize their energetic efficiency.",whales,krill,feeding by,ott:698424;ott:852582;RO_e000008,32351781,abstract
Molecular survey on tick-borne pathogens and Leishmania infantum in red foxes (Vulpes vulpes) from southern Italy.,Leishmania infantum,Vulpes vulpes,pathogens,ott:243214;ott:821964;RO_0002556,33578255,title
"The present study compares levels of stress hormones and mRNA expression of cytokines and acute-phase proteins in blood samples of harbour porpoises exposed to different levels of stress during handling, in rehabilitation or permanent human care.Free-ranging harbour porpoises, incidentally caught in pound nets in Denmark, were compared to harbour porpoises in rehabilitation at SOS Dolfijn in Harderwijk, the Netherlands, and individuals permanently kept in human care in the Dolfinarium Harderwijk and Fjord & Belt Kerteminde, Denmark.",porpoises,human,exposed to,ott:851308;ott:770315;RO_e000044,23866055,abstract
The description of Erwinia pyrifoliae as a pear pathogen in Korea renewed a possible connection of the pear pathogens in both countries.,Erwinia pyrifoliae,pear,pathogens,ott:985234;ott:972654;RO_0002556,19187512,abstract
Suitability of the rhesus monkey (Macaca mulatta) as an experimental host for evaluation of vaccines against airborne infection with Mycobacterium tuberculosis strain H37Rv was investigated.,Macaca mulatta,Mycobacterium tuberculosis strain H37Rv,host for,ott:689650;ott:232551;RO_0002453,16557880,abstract
